17/04/2023,Mornings,W5,None,89292/222,Supplier 1,1631216BRE,15.67,89292/222/31,Week 16,4,17/04/2023 08:30:50,17/04/2023 08:33:57,2.83,540.00,BOBBIN 1.2G3
17/04/2023,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,22.52,89443/202/45,Week 16,4,17/04/2023 08:30:00,17/04/2023 08:33:59,2.17,1000.00,BOBBIN 1.0
17/04/2023,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,0.57,89623/211/8,Week 16,4,17/04/2023 08:31:30,17/04/2023 08:34:38,0.17,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W5,None,89292/222,Supplier 1,1631216BRE,15.53,89292/222/32,Week 16,4,17/04/2023 08:34:31,17/04/2023 08:37:47,3.00,540.00,BOBBIN 1.2G3
17/04/2023,Mornings,W5,None,89292/222,Supplier 1,1631216BRE,15.65,89292/222/33,Week 16,4,17/04/2023 08:38:01,17/04/2023 08:41:29,3.00,540.00,BOBBIN 1.2G3
17/04/2023,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,0.88,89623/211/9,Week 16,4,17/04/2023 08:36:31,17/04/2023 08:42:01,0.17,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,22.66,89443/202/46,Week 16,4,17/04/2023 08:34:11,17/04/2023 08:42:42,3.00,1000.00,BOBBIN 1.0
17/04/2023,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,0.60,89623/211/10,Week 16,4,17/04/2023 08:43:42,17/04/2023 08:44:27,0.50,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W5,None,89292/222,Supplier 1,1631216BRE,15.61,89292/222/34,Week 16,4,17/04/2023 08:41:42,17/04/2023 08:45:15,3.00,540.00,BOBBIN 1.2G3
17/04/2023,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,22.59,89443/202/47,Week 16,4,17/04/2023 08:42:52,17/04/2023 08:45:33,2.17,1000.00,BOBBIN 1.0
17/04/2023,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,2.66,89623/211/11,Week 16,4,17/04/2023 08:44:42,17/04/2023 08:46:56,0.50,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,22.57,89443/202/48,Week 16,4,17/04/2023 08:45:42,17/04/2023 08:48:46,2.33,1000.00,BOBBIN 1.0
17/04/2023,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,0.10,89623/211/12,Week 16,4,17/04/2023 08:47:32,17/04/2023 08:49:28,0.00,1000.00,BOBBIN 1.2G3
