17/04/2023,Mornings,W3,21 / SR,0.50,17/04/2023 08:13:48,17/04/2023 08:14:28,Spool Change,Kg Completed,Not Applicable,Not Applicable,16S1215PRE,2.83,89443/202,89443/202/41,Supplier 1,Week 16,4,BOBBIN 1.0,0.33,22.28,2.50
17/04/2023,Mornings,W1,21 / SR,125.00,17/04/2023 06:06:28,17/04/2023 08:15:18,reason not entered,null,null,null,1631215PL,1.17,89623/211,89623/211/5,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.00,1.57,0.17
17/04/2023,Mornings,W4,None,0.50,17/04/2023 08:14:58,17/04/2023 08:15:59,Spool Change,Kg Completed,Not Applicable,Not Applicable,16S1016BRE,3.17,89504/315,89504/315/5,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.17,15.79,2.00
17/04/2023,Mornings,W5,None,0.67,17/04/2023 08:15:28,17/04/2023 08:16:59,Spool Change,Kg Completed,Not Applicable,Not Applicable,1631216BRE,2.67,89292/222,89292/222/26,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.17,16.37,1.50
17/04/2023,Mornings,W3,21 / SR,1.67,17/04/2023 08:16:49,17/04/2023 08:18:49,Spool Change,Kg Completed,Not Applicable,Not Applicable,16S1215PRE,2.50,89443/202,89443/202/42,Supplier 1,Week 16,4,BOBBIN 1.0,0.50,23.17,2.00
17/04/2023,Mornings,W5,None,0.67,17/04/2023 08:18:59,17/04/2023 08:20:29,Spool Change,Kg Completed,Not Applicable,Not Applicable,1631216BRE,2.67,89292/222,89292/222/27,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.33,15.19,1.33
17/04/2023,Mornings,W5,None,0.83,17/04/2023 08:22:29,17/04/2023 08:24:09,Spool Change,Kg Completed,Not Applicable,Not Applicable,1631216BRE,2.83,89292/222,89292/222/28,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.17,16.10,1.67
17/04/2023,Mornings,W3,21 / SR,6.17,17/04/2023 08:20:59,17/04/2023 08:27:20,reason not entered,null,null,null,16S1215PRE,2.33,89443/202,89443/202/43,Supplier 1,Week 16,4,BOBBIN 1.0,0.33,22.85,2.00
17/04/2023,Mornings,W5,None,0.67,17/04/2023 08:26:20,17/04/2023 08:27:50,Spool Change,Kg Completed,Not Applicable,Not Applicable,1631216BRE,3.00,89292/222,89292/222/29,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.33,15.22,1.67
17/04/2023,Mornings,W3,21 / SR,0.50,17/04/2023 08:29:30,17/04/2023 08:30:10,Spool Change,Kg Completed,Not Applicable,Not Applicable,16S1215PRE,2.33,89443/202,89443/202/44,Supplier 1,Week 16,4,BOBBIN 1.0,0.50,22.36,1.83
17/04/2023,Mornings,W5,None,0.83,17/04/2023 08:30:00,17/04/2023 08:31:40,Spool Change,Kg Completed,Not Applicable,Not Applicable,1631216BRE,3.00,89292/222,89292/222/30,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.33,16.35,1.67
